Line,Movie,Character,Dialogue,Joy,Sadness,Disgust,Fear,Anger,Surprise,Calmness,Confusion,Anxiety,Lust
241,SW_EpisodeV,HAN,Come on...that's it.,0,0,0,3,0,6,3,8,7,0
242,SW_EpisodeV,LEIA,Give the evacuation code signal. And get to your transports!,0,0,0,7,0,6,5,0,8,0
243,SW_EpisodeV,HEAD CONTROLLER,K-one-zero...all troops disengage.,0,0,0,4,0,5,8,0,7,0
244,SW_EpisodeV,THREEPIO,Oh! Wait for me!,0,0,0,8,0,8,1,0,5,0
245,SW_EpisodeV,OFFICER,Begin retreat!,0,0,0,6,0,4,8,0,8,0
246,SW_EpisodeV,SECOND OFFICER,Fall back!,0,0,0,8,0,6,5,0,4,0
247,SW_EpisodeV,VEERS,Distance to power generators?,0,0,0,0,0,0,9,6,4,0
248,SW_EpisodeV,PILOT,"One-seven, decimal two-eight.",0,0,0,0,0,0,10,0,0,0
249,SW_EpisodeV,VEERS,Target. Maximum fire power.,0,0,0,0,2,0,9,0,0,0
250,SW_EpisodeV,HAN,"Transport, this is Solo. Better take off -- I can't get to you. I'll get the princess out on the Falcon.",0,0,0,6,0,7,5,0,8,0
251,SW_EpisodeV,THREEPIO,But...but...but...where are you going? Uh...come back!!,0,2,0,7,0,8,0,10,8,0
252,SW_EpisodeV,THREEPIO,Wait! Wait for me! Wait! Stop!,0,0,0,9,0,5,0,0,8,0
253,SW_EpisodeV,THREEPIO,How typical.,0,0,8,2,7,0,9,0,0,0
254,SW_EpisodeV,HAN,Come on.,0,0,0,0,0,0,9,0,4,0
255,SW_EpisodeV,HAN,"Hurry up, goldenrod, or you're going to be a permanent resident!",0,0,0,3,6,0,2,0,5,0
256,SW_EpisodeV,THREEPIO,Wait! Wait!,0,0,0,9,0,6,0,0,7,0
257,SW_EpisodeV,HAN,How's this?,0,0,0,0,0,0,7,8,0,0
258,SW_EpisodeV,LEIA,Would it helped if I got out and pushed?,0,0,0,0,0,0,7,8,5,0
259,SW_EpisodeV,HAN,It might.,0,0,0,0,0,0,9,0,5,0
260,SW_EpisodeV,THREEPIO,"Captain Solo, Captain Solo...sir, might I suggest that you...",0,0,0,0,0,0,7,3,8,0
261,SW_EpisodeV,THREEPIO,It can wait.,0,6,3,0,0,0,7,0,8,0
262,SW_EpisodeV,LEIA,The bucket of bolts is never going to get us past that blockade.,0,9,0,0,0,0,5,0,7,0
263,SW_EpisodeV,HAN,"This baby's got a few surprises left in her, sweetheart.",0,0,0,0,0,0,9,0,1,8
264,SW_EpisodeV,HAN,Come on! Come on! Switch over. Let's hope we don't have a burnout.,0,0,0,8,0,7,4,5,9,0
265,SW_EpisodeV,HAN,See?,4,0,0,0,0,4,9,0,0,0
266,SW_EpisodeV,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it.",0,0,6,0,4,6,4,0,0,5
267,SW_EpisodeV,HAN,Punch it!,0,0,0,2,0,8,4,0,6,0
268,SW_EpisodeV,LUKE,Artoo! Get her ready for takeoff.,0,0,0,2,0,7,5,0,8,0
269,SW_EpisodeV,WEDGE,"Good luck, Luke. See you at the rendezvous.",4,0,0,0,0,0,9,0,1,0
270,SW_EpisodeV,LUKE,"Don't worry, Artoo. We're going, we're going.",4,0,0,0,0,0,9,0,6,0
271,SW_EpisodeV,LUKE,"There's nothing wrong, Artoo. I'm just setting a new course.",0,0,0,0,0,4,8,0,7,0
272,SW_EpisodeV,LUKE,We're not going to regroup with the others.,0,0,0,0,4,0,9,0,0,0
273,SW_EpisodeV,LUKE,We're going to the Dagobah system.,0,0,0,0,0,0,10,0,2,0
274,SW_EpisodeV,LUKE,"Yes, Artoo?",0,0,3,0,2,5,8,6,0,0
275,SW_EpisodeV,LUKE,That's all right. I'd like to keep it on manual control for a while.,0,0,4,0,2,3,9,0,0,0
276,SW_EpisodeV,HAN,I saw them! I saw them!,4,0,0,0,0,8,4,0,0,0
277,SW_EpisodeV,LEIA,Saw what?,0,0,0,2,0,7,1,9,2,0
278,SW_EpisodeV,HAN,"Star Destroyers, two of them, coming right at us.",0,0,0,5,0,5,7,0,9,0
279,SW_EpisodeV,THREEPIO,"Sir, sir! Might I suggest...",0,0,0,8,0,0,2,0,7,0
280,SW_EpisodeV,HAN,Shut him up or shut him down! Check the deflector shield!,0,0,4,0,8,3,5,0,7,0
281,SW_EpisodeV,HAN,"Oh, great. Well, we can still outmaneuver them.",6,0,0,0,0,7,5,0,0,0
282,SW_EpisodeV,IMPERIAL OFFICER,Take evasive action!,0,0,0,5,3,7,3,0,5,0
283,SW_EpisodeV,HAN,Prepare to make the jump to light-speed.,0,0,0,0,0,0,9,0,5,0
284,SW_EpisodeV,THREEPIO,"But, sir!",0,0,3,6,0,9,2,6,4,0
285,SW_EpisodeV,LEIA,They're getting closer!,0,0,0,8,0,7,2,0,5,0
286,SW_EpisodeV,HAN,Oh yeah? Watch this.,6,0,2,0,0,0,9,0,0,0
287,SW_EpisodeV,LEIA,Watch what?,0,0,4,6,0,9,0,10,7,0
288,SW_EpisodeV,HAN,I think we're in trouble.,0,0,0,4,0,6,7,0,3,0
289,SW_EpisodeV,THREEPIO,"If I may say so, sir, I noticed earlier the hyperdrive motivator has been damaged. It's impossible to go to light-speed!",0,0,0,5,0,4,7,0,10,0
290,SW_EpisodeV,HAN,We're in trouble!,0,0,0,5,0,9,0,0,7,0
291,SW_EpisodeV,HAN,Horizontal boosters...!,0,0,0,5,0,3,5,0,8,0
292,SW_EpisodeV,HAN,Alluvial dampers...! Well that's not it.,0,0,4,5,0,5,1,7,5,0
293,SW_EpisodeV,HAN,Bring me the hydrospanners!,0,0,0,3,0,2,3,0,9,0
294,SW_EpisodeV,HAN,I don't know how we're going to get out of this one.,0,2,0,4,0,2,6,8,10,0
295,SW_EpisodeV,HAN,Oww! Chewie!,0,0,0,1,7,9,0,3,0,0
296,SW_EpisodeV,HAN,That was no laser blast! Something hit us.,0,0,0,4,0,9,2,7,4,0
297,SW_EpisodeV,LEIA,"Han, get up here!",0,0,0,0,3,0,2,0,9,0
298,SW_EpisodeV,HAN,"Come on, Chewie!",0,0,0,0,0,0,3,0,7,0
299,SW_EpisodeV,LEIA,Asteroids!,0,0,0,7,0,8,0,0,5,0
300,SW_EpisodeV,HAN,"Oh, no! Chewie, set two-seven-one.",0,0,0,5,0,10,0,0,7,0
301,SW_EpisodeV,LEIA,What are you doing? You're not actually going into an asteroid field?,0,0,0,7,3,9,0,10,5,0
302,SW_EpisodeV,HAN,"They'd be crazy to follow us, wouldn't they?",0,0,0,3,0,0,7,4,8,0
303,SW_EpisodeV,LEIA,You don't have to do this to impress me.,0,0,9,3,4,0,6,0,7,0
304,SW_EpisodeV,THREEPIO,"Sir, the possibility of successfully navigating an asteroid field is approximately three thousand, seven hundred and twenty to one.",0,0,0,8,0,5,1,0,9,0
305,SW_EpisodeV,HAN,Never tell me the odds!,0,0,4,0,6,0,4,0,5,0
306,SW_EpisodeV,HAN,"You said you wanted to be around when I made a mistake; well, this could be it, sweetheart.",0,0,0,3,0,5,2,0,7,9
307,SW_EpisodeV,LEIA,I take it back. We're going to get pulverized if we stay out here much longer.,0,0,6,7,2,6,1,0,9,0
308,SW_EpisodeV,HAN,I'm not going to argue with that.,0,0,0,0,0,0,6,0,4,8
309,SW_EpisodeV,THREEPIO,Pulverized?,0,0,0,10,0,7,0,8,9,0
310,SW_EpisodeV,HAN,I'm going in closer to one of the big ones.,0,0,0,0,0,0,9,0,3,0
311,SW_EpisodeV,LEIA,Closer?,0,0,0,4,0,8,0,9,7,0
312,SW_EpisodeV,THREEPIO,Closer?!,0,0,0,10,0,9,0,9,5,0
313,SW_EpisodeV,THREEPIO,"Oh, this is suicide!",0,7,0,8,0,9,0,3,9,0
