Line,Movie,Character,Dialogue,Joy,Sadness,Disgust,Fear,Anger,Surprise,Calmness,Confusion,Anxiety,Lust
232,SW_EpisodeVI,BEN,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view.",0,0,0,0,0,0,10,0,0,0
233,SW_EpisodeVI,BEN,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault.",0,7,0,0,0,0,10,0,0,0
234,SW_EpisodeVI,BEN,Anakin was a good friend.,5,8,0,0,0,0,8,0,0,0
235,SW_EpisodeVI,BEN,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him. I took it upon myself to train him as a Jedi. I thought that I could instruct him just as well as Yoda. I was wrong. My pride has had terrible consequences for the galaxy.",0,10,3,0,0,0,7,0,5,0
236,SW_EpisodeVI,LUKE,There's still good in him.,8,5,0,0,0,0,10,0,0,0
237,SW_EpisodeVI,BEN,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.,0,8,0,10,0,0,6,0,8,0
238,SW_EpisodeVI,LUKE,"I can't do it, Ben.",0,10,3,0,0,0,0,3,10,0
239,SW_EpisodeVI,BEN,You cannot escape your destiny.,0,0,0,0,0,0,10,0,0,0
240,SW_EpisodeVI,LUKE,I tried to stop him once. I couldn't do it.,0,10,0,4,2,0,7,0,10,0
241,SW_EpisodeVI,BEN,"Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience. Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared.",0,0,0,0,0,0,10,0,0,0
242,SW_EpisodeVI,LUKE,But I had to help my friends.,0,0,0,0,0,0,10,5,0,0
243,SW_EpisodeVI,BEN,"And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear.",0,0,0,7,0,0,7,8,0,0
244,SW_EpisodeVI,LUKE,I found out Darth Vader was my father.,0,5,5,5,5,10,8,5,3,0
245,SW_EpisodeVI,BEN,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!",5,3,0,3,0,0,10,0,0,0
246,SW_EpisodeVI,LUKE,I can't kill my own father.,0,10,7,5,3,0,5,8,9,0
247,SW_EpisodeVI,BEN,Then the Emperor has already won. You were our only hope.,0,10,0,7,0,0,3,0,10,0
248,SW_EpisodeVI,LUKE,Yoda spoke of another.,0,0,0,0,0,0,10,0,0,0
249,SW_EpisodeVI,BEN,The other he spoke of is your twin sister.,0,0,0,0,0,0,10,0,0,0
250,SW_EpisodeVI,LUKE,But I have no sister.,0,0,0,0,0,0,10,9,0,0
251,SW_EpisodeVI,BEN,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous.",0,0,0,0,0,0,10,0,0,0
252,SW_EpisodeVI,LUKE,Leia! Leia's my sister.,0,0,0,0,0,10,0,0,0,0
253,SW_EpisodeVI,BEN,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor.",0,0,0,0,0,0,10,0,0,0
254,SW_EpisodeVI,BEN,"When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible. So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan.",0,0,0,0,0,0,10,0,0,0
255,SW_EpisodeVI,BEN,"The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy. Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well. That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause. That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate.",0,0,0,0,0,0,10,0,0,0
256,SW_EpisodeVI,LUKE,"But you can't let her get involved now, Ben. Vader will destroy her.",0,0,0,8,0,0,5,0,9,0
257,SW_EpisodeVI,BEN,"She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!",0,0,0,8,8,0,3,0,7,0
258,SW_EpisodeVI,HAN,"Well, look at you, a general, huh?",5,0,0,0,0,7,10,0,0,0
259,SW_EpisodeVI,LANDO,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab.",5,0,0,0,0,0,10,0,0,0
260,SW_EpisodeVI,HAN,"Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack.",0,0,0,0,0,5,7,6,0,0
261,SW_EpisodeVI,LANDO,I'm surprised they didn't ask you to do it.,0,0,0,0,0,10,5,7,0,0
262,SW_EpisodeVI,HAN,"Well, who says they didn't. But I ain't crazy. You're the respectable one, remember?",0,0,0,0,0,5,5,9,0,0
263,SW_EpisodeVI,MON MOTHMA,The Emperor has made a critical error and the time for our attack has come.,0,0,0,0,0,0,10,0,0,0
264,SW_EpisodeVI,MON MOTHMA,"The data brought to us by the Bothan spies pinpoints the exact location of the Emperor's new battle station. We also know that the weapon systems of this Death Star are not yet operational. With the Imperial Fleet spread throughout the galaxy in a vain effort to engage us, it is relatively unprotected. But most important of all, we've learned that the Emperor himself is personally overseeing the final stages of the construction of this Death Star.",0,0,0,0,0,0,10,0,0,0
265,SW_EpisodeVI,MON MOTHMA,"Many Bothans died to bring us this information. Admiral Ackbar, please.",0,0,0,0,0,0,10,0,7,0
266,SW_EpisodeVI,ACKBAR,"You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor.",0,0,0,0,0,0,10,0,0,0
267,SW_EpisodeVI,ACKBAR,General Calrissian has volunteered to lead the fighter attack,0,0,0,0,0,0,10,0,0,0
268,SW_EpisodeVI,HAN,Good luck.,10,0,0,0,0,0,10,0,10,0
269,SW_EpisodeVI,HAN,You're gonna need it.,0,0,0,0,0,0,10,0,10,0
270,SW_EpisodeVI,ACKBAR,General Madine.,0,0,0,0,0,0,10,0,0,0
271,SW_EpisodeVI,GENERAL MADINE,"We have stolen a small Imperial shuttle. Disguised as a cargo ship, and using a secret Imperial code, a strike team will land on the moon and deactivate the shield generator.",0,0,0,0,0,0,10,0,0,0
272,SW_EpisodeVI,THREEPIO,Sounds dangerous.,0,0,0,0,0,3,5,0,10,0
