line,movie,character,dialogue
520,The Two Towers,EOMER,Stay out of the forest! Keep away from the trees!
521,The Two Towers,LEGOLAS,Final count.....42.
522,The Two Towers,GIMLI,"Forty-two? That's not bad for a pointy-eared Elvish princeling. I myself am sitting pretty on 43.,"
523,The Two Towers,LEGOLAS,Forty-three.
524,The Two Towers,GIMLI,He was already dead.
525,The Return of the King,WITCH KING,Slay them all!
526,The Return of the King,GOTHMOG,What of the wizard?
527,The Return of the King,WITCH KING,I will break him.
528,The Return of the King,SOLDIER 1,Where are Theoden's riders?
529,The Return of the King,SOLDIER 2,Will Rohan's army come?  Mithrandir?
530,The Return of the King,GANDALF,Courage is the best defence that you have now.
531,The Two Towers,GOLLUM,Follow me.
532,The Two Towers,LEGOLAS,He was twitching.
533,The Two Towers,GIMLI,"He was twitching......because he's got my axe ,embedded in his nervous system!"
534,The Two Towers,MERRY,"He doesn't look too happy, does he?"
535,The Two Towers,PIPPIN,"Not too happy at all, Merry."
536,The Two Towers,MERRY,"Still, I suppose the view would be quite nice from up there."
537,The Two Towers,PIPPIN,"Oh, yes. It's a quality establishment. I hear the staff are very good."
538,The Two Towers,PIPPIN,What are you doing?
539,The Two Towers,MERRY,"Nothing. The world's back to normal, that's all."
540,The Two Towers,PIPPIN,"No, it isn't. I'm starving."
541,The Two Towers,MERRY,"Good luck trying to find something decent around here. ,Probably only dead rats and      mouldy bread.,"
542,The Two Towers,MERRY,Saruman's storeroom!
543,The Two Towers,PIPPIN,I don't believe it.
544,The Two Towers,MERRY,It can't be.
545,The Two Towers,PIPPIN,lt is!
546,The Two Towers,MERRY,"Longbottom Leaf. ,The finest pipe-weed in South Farthing."
547,The Two Towers,PIPPIN,"It's perfect. One barrel each.,Wait.      Do you think we should share it with Treebeard?"
548,The Two Towers,MERRY,"Share it? ,No. No. ,Dead plant and all that. Don't think he'd understand. ,Could be a distant relative."
549,The Two Towers,PIPPIN,I get it. Don't be hasty.
550,The Two Towers,MERRY,"Exactly.      , Bar-hrum."
551,The Two Towers,FARAMIR,This is the old sewer. Runs right under the river through to the edge of the city.      You'll find cover in the woods there.
552,The Two Towers,SAM,"Captain Faramir......you have shown your quality, sir."
553,The Two Towers,SAM,The very highest.
554,The Two Towers,FARAMIR,The Shire must truly be a great realm      Master Gamgee......where gardeners are held in high honor.
555,The Two Towers,FARAMIR,What road will you take once you reach the woods?
556,The Two Towers,FRODO,"Gollum says there's a path......near Minas Morgul that climbs up into the mountains.,"
557,The Two Towers,FARAMIR,"Cirith Ungol?,"
558,The Two Towers,FARAMIR,ls that its name?
559,The Two Towers,GOLLUM,"No. ,No! , Yes."
560,The Two Towers,FARAMIR,Frodo......they say a dark terror dwells in the passes above Minas      Morgul. You cannot go that way.
561,The Two Towers,GOLLUM,"lt is the only way. Master says we must go to Mordor, so we must try."
562,The Two Towers,FRODO,I must.
563,The Two Towers,FARAMIR,"Go, Frodo. Go with the goodwill of all Men.,"
564,The Two Towers,FRODO,Thank you.
565,The Two Towers,FARAMIR,May death find you quickly if you bring them to harm.
566,The Two Towers,SAM,"Come on, keep up."
567,The Two Towers,SAM,"Mr. Frodo didn't mean for them Rangers to hurt you. You know that, don't you?      He was trying to save you, see?"
568,The Two Towers,GOLLUM,Save me?
569,The Two Towers,SAM,So there's no hard feelings. Forgive and forget.
570,The Two Towers,GOLLUM,"No, no, no hard feelings. Gollum, Gollum. ,Yes, master. Nice Hobbits."
571,The Two Towers,SAM,"Very decent of you. Very decent, indeed      Gollum."
572,The Two Towers,MADRIL,Faramir! Orcs have taken the eastern shore. Their numbers are too great.      By nightfall we will be overrun.
573,The Two Towers,SAM,Mr. Frodo?
574,The Two Towers,FRODO,"It's calling to him, Sam. His Eye is almost on me."
575,The Two Towers,SAM,"Hold on, Mr. Frodo. You'll be all right."
576,The Two Towers,FARAMIR,"Take them to my father. ,Tell him Faramir sends a mighty gift.      ,A weapon that will change our fortunes      in this war. ,"
577,The Two Towers,SAM,"Do you want to know      what happened to Boromir? ,You want to know why your brother died?  He tried to take the Ring from Frodo after swearing an oath to protect him! ,He tried to kill him! The Ring drove your brother mad!"
578,The Two Towers,SOLDIER,Watch out!
579,The Two Towers,SAM,Mr. Frodo?
580,The Two Towers,FRODO,They're here.
581,The Two Towers,FRODO,They've come.
582,The Two Towers,FARAMIR,Nazgul!
583,The Two Towers,FARAMIR,"Stay here. Keep out of sight. ,Take cover!"
584,The Two Towers,THEODEN,"The fortress is taken. It is over.,"
585,The Two Towers,ARAGORN,You said this fortress would never fall while your men defend it.      They still defend it. They have died defending it.
586,The Two Towers,WOMAN,They are breaking in!
587,The Two Towers,WOMAN,They're past the door!
588,The Two Towers,ARAGORN,Is there no other way for the women      and children to get out of the caves?
589,The Two Towers,ARAGORN,Is there no other way?
590,The Two Towers,GAMLING,There is one passage. It leads into the mountains. But they will not get far.      The Uruk-hai are too many.
591,The Two Towers,ARAGORN,Tell the women and children      to make for the mountain pass. And barricade the entrance!
592,The Two Towers,THEODEN,"Aragorn! Fall back to the Keep! Get your men out of there!,"
593,The Two Towers,ARAGORN,"Nan Barad! Nan Barad! , Haldir, nan Barad! ("
594,The Two Towers,GIMLI,What are you doing? What are you stopping for?
595,The Two Towers,HALDIR,Nan Barad! (To the Keep!)
596,The Two Towers,ARAGORN,Haldir!
597,The Two Towers,THEODEN,"So much death. ,  What can Men do against such reckless hate?"
598,The Two Towers,ARAGORN,"Ride out with me. ,Ride out and meet them.,"
599,The Two Towers,THEODEN,For death and glory.
600,The Two Towers,ARAGORN,For Rohan. For your people.
601,The Two Towers,GIMLI,The sun is rising.
602,The Two Towers,GANDALF VOICEOVER,Look to my coming at first light on the fifth day. At dawn......Iook to the east.
603,The Two Towers,THEODEN,Yes.........Yes.........The horn of Helm Hammerhand......shall sound in the Deep......one last time.
604,The Two Towers,GIMLI,"Yes!,"
605,The Two Towers,THEODEN,"Let this be the hour      when we draw swords together. ,"
606,The Two Towers,THEODEN,"Fell deeds, awake. Now for wrath......now for ruin and a red dawn.,"
607,The Two Towers,THEODEN,"Forth Eorlingas!,"
608,The Two Towers,ARAGORN,Gandalf.
609,The Two Towers,GANDALF,"Theoden King stands alone.,"
610,The Two Towers,SOLDIER,Brace the gate!
611,The Two Towers,SOLDIER,Hold them!
612,The Two Towers,THEODEN,To the gate. Draw your swords!
613,The Two Towers,GAMLING,"Make way! ( ,We cannot hold much longer!"
614,The Two Towers,THEODEN,Hold them!
615,The Two Towers,ARAGORN,How long do you need?
616,The Two Towers,THEODEN,As long as you can give me.
617,The Two Towers,ARAGORN,Gimli!
618,The Two Towers,THEODEN,Timbers! Brace the gate!
619,The Two Towers,GIMLI,Come on. We can take them.
620,The Two Towers,ARAGORN,It's a long way.
621,The Two Towers,GIMLI,Toss me.
622,The Two Towers,EOMER,"Not alone. , Rohirrim!"
623,The Two Towers,THEODEN,"Eomer.,"
624,The Two Towers,EOMER,To the king!
625,The Two Towers,PIPPIN,Yes!
626,The Two Towers,TREEBEARD,A hit. A fine hit.
627,The Two Towers,TREEBEARD,Break the dam!  Release the river!
628,The Two Towers,MERRY,Pippin! Hold on!
629,The Two Towers,TREEBEARD,"Hold on, little Hobbits."
630,The Two Towers,SAM,What are you doing?
631,The Two Towers,SAM,Where are you going?
632,The Two Towers,SAM,It's me. It's your Sam. Don't you know your Sam?
633,The Two Towers,ARAGORN,What?
634,The Two Towers,GIMLI,I cannot jump the distance! You'll have to toss me!
635,The Two Towers,GIMLI,Don't tell the Elf.
636,The Two Towers,ARAGORN,Not a word.
637,The Two Towers,THEODEN,Shore up the door!
638,The Two Towers,SOLDIER,Make way!
639,The Two Towers,SOLDIER,Follow me to the barricade.
640,The Two Towers,SOLDIER,Watch our backs!
641,The Two Towers,SOLDIER,Throw another one over here!
642,The Two Towers,THEODEN,Higher!
643,The Two Towers,SOLDIER,Hold fast the gate!
644,The Two Towers,THEODEN,Gimli! Aragorn! Get out of there!
645,The Two Towers,LEGOLAS,Aragorn!
646,The Two Towers,THEODEN,Pull everybody back. Pull them back.
647,The Two Towers,GAMLING,Fall back! Fall back!
648,The Two Towers,FRODO,"I can't do this, Sam."
649,The Two Towers,SAM,"I know. It's all wrong.      ,By rights, we shouldn't even be here.      But we are. It's like in the great stories, Mr. Frodo. The ones that really mattered.      ,Full of darkness and danger they were.      And sometimes you didn't want to know the end.....because how could the end be happy?       How could the world go back      to the way it was...... when so much bad had happened?"
650,The Two Towers,THEODEN,Victory! We have victory!
651,The Two Towers,SAM VOICEOVER,"But in the end, it's only a passing thing...... this shadow. Even darkness must pass.      A new day will come. And when the sun shines, it will shine out the clearer.      Those were the stories      that stayed with you......that meant something. Even if you were too small      to understand why. But I think, Mr. Frodo, I do understand. I know now."
652,The Two Towers,SAM,"Folk in those stories......had lots of chances of turning back, only they didn't.      They kept going......because they were holding on to something."
653,The Two Towers,FRODO,"What are we holding on to, Sam?"
654,The Two Towers,SAM,"That there's some good in this world, Mr. Frodo. And it's worth fighting for."
655,The Two Towers,FARAMIR,"I think at last we understand one another, Frodo Baggins. ,"
656,The Two Towers,MADRIL,"You know the laws of our country, the laws of your father. If you let them go      your life will be forfeit."
657,The Two Towers,FARAMIR,"Then it is forfeit. Release them.,"
658,The Two Towers,THEODEN,They have broken through! The castle is breached. Retreat!
659,The Two Towers,GAMLING,Fall back!
660,The Two Towers,THEODEN,Retreat!
661,The Two Towers,ARAGORN,Hurry! Inside. Get them inside!
662,The Two Towers,GAMLING,Into the Keep!
663,The Two Towers,TREEBEARD,I will leave you at the western borders of the forest. You can make your way north      to your homeland from there.
664,The Two Towers,PIPPIN,Wait! Stop! Stop! Turn around. Turn around. Take us south.
665,The Two Towers,TREEBEARD,South? But that will lead you past lsengard.
666,The Two Towers,PIPPIN,"Yes. Exactly.,If we go south, we can slip      past Saruman unnoticed. The closer we are to danger, the farther we are from harm.      It's the last thing he'll expect."
667,The Two Towers,TREEBEARD,"That doesn't make sense to me.      But then......you are very small. ,Perhaps you're right. South it is, then.      Hold on, little Shirelings. ,I always like going south. Somehow it feels like going downhill.,"
668,The Two Towers,MERRY,Are you mad? We'll be caught.
669,The Two Towers,PIPPIN,"No, we won't. Not this time."
670,The Two Towers,SOLDIER,Look! Osgiliath burns!
671,The Two Towers,SOLDIER,Mordor has come.
672,The Two Towers,FRODO,"The Ring will not save Gondor.      , It has only the power to destroy.      Please......Iet me go."
673,The Two Towers,FARAMIR,Hurry.
674,The Two Towers,FRODO,Faramir! You must let me go!
675,The Two Towers,TREEBEARD,"And those little family of field mice......that climb up sometimes, and they tickle me awfully."
676,The Two Towers,TREEBEARD,They're always trying to get somewhere where they....
677,The Two Towers,TREEBEARD,Many of these trees were my friends. Creatures I had known from nut and acorn.
678,The Two Towers,PIPPIN,"I'm sorry, Treebeard."
679,The Two Towers,TREEBEARD,They had voices of their own.
680,The Two Towers,TREEBEARD,Saruman. A wizard should know better!
681,The Two Towers,TREEBEARD,There is no curse in Elvish......Entish or the tongues of Men......for this treachery.
682,The Two Towers,GIMLI,"You could have picked a better spot.,"
683,The Two Towers,GIMLI,"Well, lad, whatever luck you live by, let's hope it lasts the night."
684,The Two Towers,LEGOLAS,"Your friends are with you, Aragorn."
685,The Two Towers,GIMLI,Let's hope they last the night.
686,The Two Towers,ARAGORN,"A      Eruch'n, '-dano i faelas a hyn an uben tanatha le faelas! ,"
687,The Two Towers,GIMLI,What's happening out there?
688,The Two Towers,LEGOLAS,Shall I describe it to you? Or would you like me to find you a box?
689,The Two Towers,PIPPIN,Look! The trees! They're moving!
690,The Two Towers,MERRY,Where are they going?
691,The Two Towers,TREEBEARD,They have business with the Orcs. My business is with lsengard tonight......with rock and stone.
692,The Two Towers,MERRY,Yes!
693,The Two Towers,TREEBEARD,"Come, my friends. The Ents are going to war. It is likely......that we go to our doom.      Last march......of the Ents."
694,The Two Towers,THEODEN,So it begins.
695,The Two Towers,ARAGORN,Tangado a chadad!
696,The Two Towers,LEGOLAS,Faeg i-varv d'n na lanc a      nu ranc.
697,The Two Towers,ARAGORN,Leithio i philinn!
698,The Two Towers,GIMLI,"Did they hit anything?,"
699,The Two Towers,THEODEN,Give them a volley.
700,The Two Towers,GAMLING,Fire!
701,The Two Towers,OLD MAN,Fire!
702,The Two Towers,ARAGORN,Ribed bant!
703,The Two Towers,GIMLI,"Send them to me! Come on!,"
704,The Two Towers,ARAGORN,"Pendraith! ,"
705,The Two Towers,GIMLI,Good!
706,The Two Towers,ARAGORN,Swords! Swords!
707,The Two Towers,GIMLI,Legolas! Two already!
708,The Two Towers,LEGOLAS,I'm on 17!
709,The Two Towers,GIMLI,I'll have no pointy-ear outscoring me!
710,The Two Towers,LEGOLAS,Nineteen!
711,The Two Towers,PIPPIN,Merry.
712,The Two Towers,TREEBEARD,"We have just agreed.,"
713,The Two Towers,MERRY,Yes?
714,The Two Towers,TREEBEARD,"I have told your names to the Entmoot......and we have agreed......you are not      Orcs.,"
715,The Two Towers,PIPPIN,"Well, that's good news."
716,The Two Towers,MERRY,And what about Saruman? Have you come to a decision about him?
717,The Two Towers,TREEBEARD,"Now, don't be hasty, Master Meriadoc."
718,The Two Towers,MERRY,"Hasty? Our friends are out there. ,They need our help. They cannot fight this war on their own."
719,The Two Towers,TREEBEARD,"War? Yes. It affects us all. Tree, root and twig.      But you must understand, young Hobbit......it takes a long time......to say anything in Old      Entish... ,...and we never say anything......unless it is worth taking......a long time to say.,"
720,The Two Towers,GIMLI,Seventeen! Eighteen! Nineteen! Twenty! Twenty-one!
721,The Two Towers,ARAGORN,Causeway!
722,The Two Towers,THEODEN,Is this it? Is this is all you can conjure      Saruman?
723,The Two Towers,ARAGORN,"Togo hon dad, Legolas! ,"
724,The Two Towers,ARAGORN,Dago hon! Dago hon!
725,The Two Towers,THEODEN,Brace the gate!
726,The Two Towers,THEODEN,Hold them! Stand firm!
727,The Two Towers,GIMLI,Aragorn!
728,The Two Towers,ARAGORN,Gimli!
729,The Two Towers,ARAGORN,Hado i philinn!
730,The Two Towers,ARAGORN,Herio!
731,The Two Towers,TREEBEARD,"The Ents cannot hold back this storm. We must weather such things as we have always done.,"
732,The Two Towers,MERRY,How can that be your decision?!
733,The Two Towers,TREEBEARD,"This is not our war.,"
734,The Two Towers,MERRY,"But you're part of this world!      Aren't you?!,"
735,The Two Towers,MERRY,You must help. Please. You must do something.
736,The Two Towers,TREEBEARD,"You are young and brave, Master Merry. But your part in this tale is over.      Go back to your home.,"
737,The Two Towers,PIPPIN,"Maybe Treebeard's right. We don't belong here, Merry. It's too big for us.      What can we do in the end? We've got the Shire. Maybe we should go home.,"
738,The Two Towers,MERRY,"The fires of lsengard will spread......and the woods of Tuckborough and Buckland will burn.      And.... ,And all that was once green and good      in this world will be gone. There won't be a Shire, Pippin."
739,The Two Towers,SOLDIER,Boromir! Boromir!
740,The Two Towers,BOROMIR,"This city was once the jewel of our kingdom. A place of light and beauty     and music. And so it shall be once more! ,Let the armies of Mordor know this:     Never again will the land of my people fall into enemy hands.    ,This city of Osgiliath has been     reclaimed ,for     Gondor!"
741,The Two Towers,CROWD,For Gondor!
742,The Two Towers,BOROMIR,For Gondor!
743,The Two Towers,CROWD,For Gondor!
744,The Two Towers,BOROMIR,For Gondor!
745,The Two Towers,FARAMIR,Good speech. Nice and short.
746,The Two Towers,BOROMIR,Leaves more time for drinking!     Break out the ale! These men are thirsty!
747,The Two Towers,BOROMIR,"Remember today, little brother. Today, life is good."
748,The Two Towers,BOROMIR,What?
749,The Two Towers,FARAMIR,He's here.
750,The Two Towers,BOROMIR,"One moment of peace, can he not give us that?"
751,The Two Towers,DENETHOR,Where is he? Where is Gondor's finest? Where's my first-born?
752,The Two Towers,BOROMIR,Father!
753,The Two Towers,DENETHOR,They say you vanquished the enemy almost single-handedly.
754,The Two Towers,BOROMIR,They exaggerate. The victory belongs to Faramir also.
755,The Two Towers,DENETHOR,"But for Faramir, this city would still be standing."
756,The Two Towers,DENETHOR,Were you not entrusted to protect it?
757,The Two Towers,FARAMIR,"I would have done, but our numbers were too few."
758,The Two Towers,DENETHOR,"Oh, too few. You let the enemy walk in and take it on a whim. Always you     cast a poor reflection on me."
759,The Two Towers,FARAMIR,That is not my intent.
760,The Two Towers,BOROMIR,"You give him no credit, and yet he tries to do your will."
761,The Two Towers,BOROMIR,"He loves you, Father."
762,The Two Towers,DENETHOR,"Do not trouble me with Faramir......I know his uses, and they are few.     We have more urgent things to speak of. Elrond of Rivendell has called a     meeting. He will not say why, but I have guessed its purpose. It is rumored     that the weapon of the enemy has been found."
763,The Two Towers,BOROMIR,The One Ring. lsildur's     Bane.
764,The Two Towers,DENETHOR,"lt has fallen into the hands of     the Elves. Everyone will try to claim it: Men, Dwarves, wizards. We cannot     let that happen. This thing must come to Gondor."
765,The Two Towers,BOROMIR,Gondor.
766,The Two Towers,DENETHOR,"It's dangerous,     I know. Ever the Ring will seek to corrupt the hearts of lesser Men. But     you, you are strong.    And our need is great. It is our blood which is being spilled, our people     who are dying. Sauron is biding his time. He's massing fresh armies. He will     return. And when he does, we will be powerless to stop him. You must go.    ,Bring me back this     mighty gift    ."
767,The Two Towers,BOROMIR,"No. My place is here with     my people. ,Not in Rivendell."
768,The Two Towers,DENETHOR,Would you deny your own father?
769,The Two Towers,FARAMIR,lf there is need to go to Rivendell......send me in his stead.
770,The Two Towers,DENETHOR,"You? Oh, I see. A chance for Faramir, captain of Gondor, to show his     quality. I think not. ,I trust this mission only to your brother. The one who will not     fail me."
771,The Two Towers,BOROMIR,"Remember today, little brother."
772,The Two Towers,SOLDIER,"Captain Faramir! ,We     found the third one."
773,The Two Towers,FARAMIR,You must come with me. Now.
774,The Two Towers,FARAMIR,Down there.
775,The Two Towers,FARAMIR,"To enter the Forbidden Pool bears the penalty of death.    ,They wait for my command. Shall I     shoot?"
776,The Two Towers,GOLLUM,The rock and pool    Is nice and cool    So juicy sweet    Our only wish    To catch a fish    So juicy sweet
777,The Two Towers,FRODO,Wait. This creature is bound to me. And I to him. He is our guide.     Please......Iet me go down to him.
778,The Two Towers,FRODO,"Smeagol. , Master is here.     Come, Smeagol. Trust master. Come."
779,The Two Towers,GOLLUM,We must go now?
780,The Two Towers,FRODO,"Smeagol, you must trust master. Follow me. Come on. Come. Come, Smeagol.     Nice Smeagol. That's it. Come on."
781,The Two Towers,FRODO,"Don't hurt him! ,Smeagol, don't struggle. Smeagol, listen     to me."
782,The Two Towers,ARWEN,May the grace of the Valarprotect you.
783,The Two Towers,ARAGORN,Brego.
784,The Two Towers,ELROND,"Arwen. ,Tollen i l'. I chair gwannar     na Valannor. Si bado, no c'rar."
785,The Two Towers,ARWEN,I have made my choice.
786,The Two Towers,ELROND,He is not coming back.Why do you linger herewhen there is no hope?
787,The Two Towers,GOLLUM,Master!
788,The Two Towers,FARAMIR,"That's enough. ,Where     are you leading them? ,Answer me."
789,The Two Towers,GOLLUM,"Smeagol. Why does it cry, Smeagol?"
790,The Two Towers,SMEAGOL,Cruel Men hurts us. Master     tricksed us.
791,The Two Towers,GOLLUM,Of course he did. I told you he was tricksy. I told you he was false.
792,The Two Towers,SMEAGOL,Master is our friend. Our friend.
793,The Two Towers,GOLLUM,Master betrayed us.
794,The Two Towers,SMEAGOL,No. Not its business. Leave us alone!
795,The Two Towers,GOLLUM,Filthy little     Hobbitses! They stole it from us!
796,The Two Towers,ARWEN,There is still hope.
797,The Two Towers,ELROND,If Aragorn survives this waryou will still be parted.If Sauron is defeatedand Aragorn made king......and all that you hope forcomes true......you will still have to tastethe bitterness of mortality.
798,The Two Towers,ELROND VOICEOVER,Whether by the swordor the slow decay of time......Aragorn will die.And there will be no comfortfor you......no comfort to ease the painof his passing.He will come to death......an image of the splendorof the kings of Men......in glory undimmed beforethe breaking of the world.
799,The Two Towers,ELROND VOICEOVER,"But you, my daughter......you will linger on in darknessand in doubt......as nightfall in winterthat comes without a star.Here you will dwell......bound to your griefunder the fading trees...... until all the world is changed......and the long years of your lifeare utterly spent."
800,The Two Towers,ELROND,"Arwen.,There is nothing for you here......only death."
801,The Two Towers,ELROND,"A im, '-'erin veleth l'n?"
802,The Two Towers,ARWEN,"Gerich veleth n'n, ada."
803,The Two Towers,GALADRIEL,"I amar prestar aen... han mathon ne nen, han mathon ne chae a han noston     ned 'wilith."
804,The Two Towers,FARAMIR,What news?
805,The Two Towers,MADRIL,"Our scouts report Saruman has attacked Rohan. , Theoden's people have fled     to Helm's Deep. But we must look to our own borders. Faramir, Orcs are on     the move. Sauron is marshaling an army. Easterlings and Southrons are at the     Black Gate."
806,The Two Towers,FARAMIR,How many?
807,The Two Towers,MADRIL,Some thousands. More come every day.
808,The Two Towers,FARAMIR,Who's covering the river to the north?
809,The Two Towers,MADRIL,"We pulled 500 men at Osgiliath. If their city is attacked, we won't hold     it."
810,The Two Towers,SMEAGOL,No. No.
811,The Two Towers,FARAMIR,What did they steal?
812,The Two Towers,GOLLUM,My precious!
813,The Two Towers,SAM,"We have to get out of here.     You go. Go, now. You can do it. Use the Ring, Mr. Frodo. Just this once. Put     it on. Disappear."
814,The Two Towers,FRODO,"I can't. You were right, Sam. You tried to tell me but....,I'm sorry. The Ring's taking me, Sam. If I put it     on......he'll find me. He'll see."
815,The Two Towers,SAM,Mr.     Frodo....
816,The Two Towers,FARAMIR,"So this is the answer to all the riddles. ,Here in the     Wild I have you......two Halflings......and a host of men at my call.,The Ring of Power within my     grasp.,A chance for Faramir, captain of Gondor......to     show his quality."
817,The Two Towers,FRODO,No!
818,The Two Towers,SAM,"Stop it! Leave him alone. ,Don't you understand? He's got to destroy     it! That's where we're going, into Mordor. To the Mountain of Fire!"
819,The Two Towers,SOLDIER,Osgiliath is under attack. They call for reinforcements.
820,The Two Towers,SAM,Please. It's such a burden.     Will you not help him?
821,The Two Towers,SOLDIER,Captain?
822,The Two Towers,FARAMIR,"Prepare to leave.    ,The Ring will go to Gondor."
823,The Two Towers,ARAGORN,"Mae carnen, Brego,     mellon n'n."
824,The Two Towers,FARAMIR,Saruman attacks from lsengard. Sauron from Mordor. The fight will come to     Men on both fronts. Gondor is weak. Sauron will strike us soon. And he will     strike hard. He knows now we do not have the strength to repel him.
825,The Two Towers,FARAMIR,My men tell me that you are Orc spies.
826,The Two Towers,SAM,Spies? Now wait just a minute.
827,The Two Towers,FARAMIR,"Well, if you're not spies, then who are you?"
828,The Two Towers,FARAMIR,Speak.
829,The Two Towers,FRODO,"We are Hobbits of the Shire. Frodo Baggins is my name, and this is     Samwise Gamgee."
830,The Two Towers,FARAMIR,Your bodyguard?
831,The Two Towers,SAM,His gardener.
832,The Two Towers,FARAMIR,And where is your skulking friend? That gangrel creature. He had an ill-favored     look.
833,The Two Towers,FRODO,"There was no other.    ,We set out from Rivendell with seven companions. One we lost in Moria......two     were my kin......a Dwarf there was also. And an Elf and two Men. Aragorn,     son of Arathorn, and Boromir of Gondor."
834,The Two Towers,FARAMIR,You're a friend of Boromir?
835,The Two Towers,FRODO,Yes.  For my part.
836,The Two Towers,WOMAN,He's alive!
837,The Two Towers,GIMLI,"Where is he? Where is he?,Get out of the     way! I'm going to kill him!,You are the luckiest, the canniest    ,.....and the most reckless man     I ever knew. Bless you, laddie."
838,The Two Towers,ARAGORN,"Gimli, where is the king?"
839,The Two Towers,LEGOLAS,"Le abdollen. ,You look terrible."
840,The Two Towers,ARAGORN,Hannon le.
841,The Two Towers,THEODEN,"A great host, you say?"
842,The Two Towers,ARAGORN,All lsengard is emptied.
843,The Two Towers,THEODEN,How many?
844,The Two Towers,ARAGORN,Ten thousand strong at least.
845,The Two Towers,THEODEN,Ten thousand?
846,The Two Towers,ARAGORN,It is an army bred for a single purpose: To destroy the world of Men.     They will be here by nightfall.
847,The Two Towers,THEODEN,Let them come!
848,The Two Towers,THEODEN,I want every man and strong     lad able to bear arms......to be ready for battle by nightfall.
849,The Two Towers,THEODEN,We will cover the causeway and the gate from above. No army has ever     breached the Deeping Wall......or set foot inside the Hornburg!
850,The Two Towers,FARAMIR,It will grieve you then to     learn that he is dead.
851,The Two Towers,FRODO,Dead? How? When?
852,The Two Towers,FARAMIR,"As one of his companions, I'd hoped you would tell me."
853,The Two Towers,FRODO,"If something has happened to Boromir, we would have you tell us."
854,The Two Towers,FARAMIR,"His horn washed up upon the riverbank, about six days past. It was     cloven in two. But more than this, I know it in my heart.    ,He was my brother."
855,The Two Towers,GIMLI,This is no rabble of mindless Orcs. These are Uruk-hai. Their armour is     thick and their shields broad.
856,The Two Towers,THEODEN,"I have fought many wars, Master Dwarf. I know how to defend my own keep."
857,The Two Towers,THEODEN,"They will break upon this fortress like water on rock.    ,Saruman's     hordes will pillage and burn.    We've seen it before. Crops can be resown......homes rebuilt. Within these     walls......we will outlast them."
858,The Two Towers,ARAGORN,They do not come to destroy Rohan's crops or villages. They come to     destroy its people......down to the last child.
859,The Two Towers,THEODEN,"What would you have me do? Look at my men. Their courage hangs by a     thread. If this is to be our end, then I would have them make such an     end......as to be worthy of remembrance."
860,The Two Towers,ARAGORN,"Send out riders, my lord. You must call for aid."
861,The Two Towers,THEODEN,And who will come? Elves? Dwarves? We are not so lucky in our friends as     you. The old alliances are dead.
862,The Two Towers,ARAGORN,Gondor will answer.
863,The Two Towers,THEODEN,"(    Gondor?! Where was Gondor when the Westfold fell?! Where was Gondor when our     enemies closed in around us?! Where was Gon--? ,No, my Lord     Aragorn......we are alone. ,Get the women and children     into the caves."
864,The Two Towers,GAMLING,We need more time to lay provisions--
865,The Two Towers,ARWEN VOICEOVER,The light of the Evenstardoes not wax and wane.It is mine to give to whom I will.Like my heart.Go to sleep.
866,The Two Towers,ARAGORN ,"I am asleep.,This is a dream."
867,The Two Towers,ARWEN,"Then it is a good dream. ,Sleep."
868,The Two Towers,ARAGORN,Minl' pendich nin i aur     hen telitha.
869,The Two Towers,GOLLUM,We wants it.We needs it.Must have the precious.They stole it from us.Sneaky little Hobbitses.Wicked. Tricksy. False.
870,The Two Towers,SMEAGOL,No. Not master.
871,The Two Towers,GOLLUM,"Yes, precious. False.They will cheat you, hurt you, lie!"
872,The Two Towers,SMEAGOL,Master's my friend.
873,The Two Towers,GOLLUM,You don't have any friends.Nobody likes you.
874,The Two Towers,SMEAGOL,Not listening. I'm not listening.
875,The Two Towers,GOLLUM,You're a liar and a thief.
876,The Two Towers,SMEAGOL,No.
877,The Two Towers,THEODEN,There is no time. War is upon us. Secure the gate.
878,The Two Towers,TREEBEARD,"We Ents have not troubled......about the wars of Men and     wizards......for a very long time. But now, something is about to     happen......that has not happened......for an age.,Entmoot."
879,The Two Towers,MERRY,What's that?
880,The Two Towers,TREEBEARD,'Tis a gathering.
881,The Two Towers,MERRY,A     gathering of what?
882,The Two Towers,TREEBEARD,"Beech. Oak. Chestnut. Ash. Good. Good. Good. Many have come.,Now we must decide if the Ents......will     go to war."
883,The Two Towers,ARWEN,' i vethed... n' i onnad. Boe bedich go Frodo. Han b'd l'n.
884,The Two Towers,ARAGORN,Dolen i v'd o nin.
885,The Two Towers,ARWEN,Si peliannen i v'd na dail l'n. Si boe '-dhannathach.
886,The Two Towers,ARAGORN,Arwen....
887,The Two Towers,ARWEN,Ae '-esteliach nad...     estelio han. Estelio ammen.
888,The Two Towers,EOWYN,Where is she?The woman who gave you that jewel.
889,The Two Towers,ELROND,Our time here is ending.Arwen's time is ending.Let her go.Let her take the ship into the west.Let her bear away her love for youto the Undying Lands.There it will be ever green.
890,The Two Towers,ARAGORN,But never more than memory.
891,The Two Towers,ELROND,I will not leave my daughter hereto die.
892,The Two Towers,ARAGORN,She stays because she still has hope.
893,The Two Towers,ELROND,She stays for you.She belongs with her people.
894,The Two Towers,ARWEN,Nach gwannatha sin?
895,The Two Towers,ARWEN,Ma nathach hi gwannathach or minuial archened?
